context,question,answer,base_prediction,lora_prediction,base_rougeL,lora_rougeL,base_bertscore_f1,lora_bertscore_f1,base_numeric_groundedness,lora_numeric_groundedness,base_numeric_recall,lora_numeric_recall,base_numeric_issue,lora_numeric_issue
"TITLE: The Relationship Between Rome IV Functional Constipation and Fall History, Functional Capacity, and Physical Activity in Older Adults: A Retrospective Cross-Sectional Analytical Study
SUMMARY: This retrospective cross-sectional observational study aims to examine the relationship between Rome IV functional constipation and fall history, functional capacity, and physical activity in older adults.
The study will use routinely recorded clinical data from older adults aged 65 to 80 years who attended the Izmir Bakircay University Physiotherapy and Rehabilitation Application and Research Center between April 2024 and April 2026. No new intervention, treatment, exercise program, drug, or device will be applied as part of this study.
Functional constipation will be evaluated using bowel habit data recorded in patient files and classified according to the Rome IV criteria. Fall history within the last 12 months will be obtained from routine clinical records. Functional capacity will be assessed using recorded results from the 6-Minute Walk Test and the Five Times Sit-to-Stand Test. Physical activity level will be evaluated using available International Physical Activity Questionnaire data.
The study will include data from 208 eligible older adults. The main purpose is to determine whether older adults with Rome IV functional constipation differ from those without functional constipation in terms of fall history, walking capacity, lower extremity functional performance, and physical activity level. The findings may help clarify whether functional constipation in older adults is associated not only with bowel habits but also with broader geriatric and rehabilitation-related outcomes.
INCLUSION_CRITERIA: Being between 65 and 80 years of age Having routinely recorded bowel habit data sufficient to evaluate Rome IV functional constipation criteria Having routinely recorded data on fall history, functional capacity, and physical activity in patient records",What is the main purpose of this study regarding older adults with Rome IV functional constipation?,"The main purpose of this study is to determine whether older adults with Rome IV functional constipation differ from those without functional constipation in terms of fall history, walking capacity, lower extremity functional performance, and physical activity level.","The main purpose of this study is to determine whether older adults with Rome IV functional constipation differ from those without functional constipation in terms of fall history, walking capacity, lower extremity functional performance, and physical activity level.","The main purpose of this study is to determine whether older adults with Rome IV functional constipation differ from those without functional constipation in terms of fall history, walking capacity, lower extremity functional performance, and physical activity level.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False
"TITLE: The Relationship Between Rome IV Functional Constipation and Fall History, Functional Capacity, and Physical Activity in Older Adults: A Retrospective Cross-Sectional Analytical Study
SUMMARY: This retrospective cross-sectional observational study aims to examine the relationship between Rome IV functional constipation and fall history, functional capacity, and physical activity in older adults.
The study will use routinely recorded clinical data from older adults aged 65 to 80 years who attended the Izmir Bakircay University Physiotherapy and Rehabilitation Application and Research Center between April 2024 and April 2026. No new intervention, treatment, exercise program, drug, or device will be applied as part of this study.
Functional constipation will be evaluated using bowel habit data recorded in patient files and classified according to the Rome IV criteria. Fall history within the last 12 months will be obtained from routine clinical records. Functional capacity will be assessed using recorded results from the 6-Minute Walk Test and the Five Times Sit-to-Stand Test. Physical activity level will be evaluated using available International Physical Activity Questionnaire data.
The study will include data from 208 eligible older adults. The main purpose is to determine whether older adults with Rome IV functional constipation differ from those without functional constipation in terms of fall history, walking capacity, lower extremity functional performance, and physical activity level. The findings may help clarify whether functional constipation in older adults is associated not only with bowel habits but also with broader geriatric and rehabilitation-related outcomes.
INCLUSION_CRITERIA: Being between 65 and 80 years of age Having routinely recorded bowel habit data sufficient to evaluate Rome IV functional constipation criteria Having routinely recorded data on fall history, functional capacity, and physical activity in patient records",How old must a participant be to be eligible for this study?,Participants must be between 65 and 80 years of age to be eligible for this study.,Participants must be between 65 and 80 years of age to be eligible for this study.,Participants must be between 65 and 80 years of age to be eligible for this study.,1.0,1.0,0.9999999,0.9999999,1.0,1.0,1.0,1.0,False,False
"TITLE: The Relationship Between Rome IV Functional Constipation and Fall History, Functional Capacity, and Physical Activity in Older Adults: A Retrospective Cross-Sectional Analytical Study
SUMMARY: This retrospective cross-sectional observational study aims to examine the relationship between Rome IV functional constipation and fall history, functional capacity, and physical activity in older adults.
The study will use routinely recorded clinical data from older adults aged 65 to 80 years who attended the Izmir Bakircay University Physiotherapy and Rehabilitation Application and Research Center between April 2024 and April 2026. No new intervention, treatment, exercise program, drug, or device will be applied as part of this study.
Functional constipation will be evaluated using bowel habit data recorded in patient files and classified according to the Rome IV criteria. Fall history within the last 12 months will be obtained from routine clinical records. Functional capacity will be assessed using recorded results from the 6-Minute Walk Test and the Five Times Sit-to-Stand Test. Physical activity level will be evaluated using available International Physical Activity Questionnaire data.
The study will include data from 208 eligible older adults. The main purpose is to determine whether older adults with Rome IV functional constipation differ from those without functional constipation in terms of fall history, walking capacity, lower extremity functional performance, and physical activity level. The findings may help clarify whether functional constipation in older adults is associated not only with bowel habits but also with broader geriatric and rehabilitation-related outcomes.
INCLUSION_CRITERIA: Being between 65 and 80 years of age Having routinely recorded bowel habit data sufficient to evaluate Rome IV functional constipation criteria Having routinely recorded data on fall history, functional capacity, and physical activity in patient records",I'm an older adult with constipation issues. Can I participate in this study and what will happen?,"Based on the provided context, you may not be able to participate in this study as it specifically includes older adults aged 65 to 80 years. Additionally, the study does not involve any new interventions or treatments; it uses routinely recorded clinical data. If you have constipation issues, you would need to meet the inclusion criteria and fall within the specified age range to potentially be eligible for a similar study in the future.","Yes, you can participate in this study if you are an older adult with constipation issues and have routinely recorded bowel habit data sufficient to evaluate Rome IV functional constipation criteria, as well as routinely recorded data on fall history, functional capacity, and physical activity in your patient records. However, you will not receive any new intervention, treatment, exercise program, drug, or device as part of this study.","Yes, you can participate in this study if you are an older adult with constipation issues and meet the inclusion criteria, which include being between 65 and 80 years of age, having routinely recorded bowel habit data sufficient to evaluate Rome IV functional constipation criteria, and having routinely recorded data on fall history, functional capacity, and physical activity in patient records. During the study, you will not receive any new intervention, treatment, exercise program, drug, or device; the study will only use routinely recorded clinical data.",0.19718309859154928,0.275,0.8724796,0.88724774,1.0,1.0,0.0,1.0,False,False
"TITLE: Subsidized Community Dining as Social Welfare Infrastructure for Healthy Aging: A Randomized Crossover Field Study of Postmeal Walking and Glycemic Profiles in Older Adults
SUMMARY: This study will examine whether eating lunch and dinner at a subsidized community dining site affects postmeal walking and blood glucose patterns in older adults. Participants will be community-dwelling adults aged 60 to 79 years who are eligible for a local elderly meal subsidy and have prediabetes or elevated blood glucose risk.
Each participant will complete two 6-day meal conditions in random order. In one condition, participants will eat lunch and dinner at home. In the other condition, participants will eat lunch and dinner at a subsidized community dining site. Participants will wear a continuous glucose monitor and an activity tracker so the study team can measure postmeal glucose levels, daily glucose patterns, and steps after meals.
The study will compare community dining with home eating to determine whether community dining increases postmeal walking, improves postmeal glucose responses, and affects loneliness and meal experience.
INCLUSION_CRITERIA:
Community-dwelling adults aged 60 to 79 years
Eligible for the local elderly meal subsidy
Prediabetes or elevated glycemic risk, defined as HbA1c 5.7% to 6.4% or fasting plasma glucose 100 to 125 mg/dL
Able to consume meals orally
Able to walk independently without a walking aid
Able to attend the community dining site safely
Able and willing to wear a continuous glucose monitor and activity tracker
Able and willing to follow the home-meal plan and study procedures
Able to provide written informed consent",What is the main goal of this clinical trial regarding community dining and its effects on older adults?,The main goal of this clinical trial is to examine whether eating lunch and dinner at a subsidized community dining site affects postmeal walking and blood glucose patterns in older adults.,The main goal of this clinical trial is to examine whether eating lunch and dinner at a subsidized community dining site affects postmeal walking and blood glucose patterns in older adults.,The main goal of this clinical trial is to examine whether eating lunch and dinner at a subsidized community dining site affects postmeal walking and blood glucose patterns in older adults.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False
"TITLE: Subsidized Community Dining as Social Welfare Infrastructure for Healthy Aging: A Randomized Crossover Field Study of Postmeal Walking and Glycemic Profiles in Older Adults
SUMMARY: This study will examine whether eating lunch and dinner at a subsidized community dining site affects postmeal walking and blood glucose patterns in older adults. Participants will be community-dwelling adults aged 60 to 79 years who are eligible for a local elderly meal subsidy and have prediabetes or elevated blood glucose risk.
Each participant will complete two 6-day meal conditions in random order. In one condition, participants will eat lunch and dinner at home. In the other condition, participants will eat lunch and dinner at a subsidized community dining site. Participants will wear a continuous glucose monitor and an activity tracker so the study team can measure postmeal glucose levels, daily glucose patterns, and steps after meals.
The study will compare community dining with home eating to determine whether community dining increases postmeal walking, improves postmeal glucose responses, and affects loneliness and meal experience.
INCLUSION_CRITERIA:
Community-dwelling adults aged 60 to 79 years
Eligible for the local elderly meal subsidy
Prediabetes or elevated glycemic risk, defined as HbA1c 5.7% to 6.4% or fasting plasma glucose 100 to 125 mg/dL
Able to consume meals orally
Able to walk independently without a walking aid
Able to attend the community dining site safely
Able and willing to wear a continuous glucose monitor and activity tracker
Able and willing to follow the home-meal plan and study procedures
Able to provide written informed consent",Could a 65-year-old community-dwelling adult with prediabetes qualify for this study?,"Yes, a 65-year-old community-dwelling adult with prediabetes could qualify for this study as long as they meet all other inclusion criteria such as being eligible for the local elderly meal subsidy, able to consume meals orally, able to walk independently without a walking aid, and able to attend the community dining site safely.","Yes, a 65-year-old community-dwelling adult with prediabetes could qualify for this study as they meet the age requirement of 60 to 79 years and have prediabetes, which is defined as HbA1c 5.7% to 6.4% or fasting plasma glucose 100 to 125 mg/dL.","Yes, a 65-year-old community-dwelling adult with prediabetes could qualify for this study as long as they meet all other inclusion criteria, including being eligible for the local elderly meal subsidy and having an HbA1c level between 5.7% and 6.4% or a fasting plasma glucose level between 100 to 125 mg/dL.",0.4230769230769231,0.6071428571428571,0.87829834,0.9182793,0.9090909090909091,0.875,1.0,1.0,True,True
"TITLE: Subsidized Community Dining as Social Welfare Infrastructure for Healthy Aging: A Randomized Crossover Field Study of Postmeal Walking and Glycemic Profiles in Older Adults
SUMMARY: This study will examine whether eating lunch and dinner at a subsidized community dining site affects postmeal walking and blood glucose patterns in older adults. Participants will be community-dwelling adults aged 60 to 79 years who are eligible for a local elderly meal subsidy and have prediabetes or elevated blood glucose risk.
Each participant will complete two 6-day meal conditions in random order. In one condition, participants will eat lunch and dinner at home. In the other condition, participants will eat lunch and dinner at a subsidized community dining site. Participants will wear a continuous glucose monitor and an activity tracker so the study team can measure postmeal glucose levels, daily glucose patterns, and steps after meals.
The study will compare community dining with home eating to determine whether community dining increases postmeal walking, improves postmeal glucose responses, and affects loneliness and meal experience.
INCLUSION_CRITERIA:
Community-dwelling adults aged 60 to 79 years
Eligible for the local elderly meal subsidy
Prediabetes or elevated glycemic risk, defined as HbA1c 5.7% to 6.4% or fasting plasma glucose 100 to 125 mg/dL
Able to consume meals orally
Able to walk independently without a walking aid
Able to attend the community dining site safely
Able and willing to wear a continuous glucose monitor and activity tracker
Able and willing to follow the home-meal plan and study procedures
Able to provide written informed consent",Are participants required to live within a specific distance from the community dining site?,Participants are not required to live within a specific distance from the community dining site. The study focuses on whether eating at the community dining site affects postmeal walking and blood glucose patterns regardless of the participants' proximity to the site.,Participants are not required to live within a specific distance from the community dining site; the context does not mention any such requirement.,Participants are not required to live within a specific distance from the community dining site. The context does not mention any geographical restrictions.,0.5000000000000001,0.5000000000000001,0.90684396,0.90977156,1.0,1.0,1.0,1.0,False,False
"TITLE: Subsidized Community Dining as Social Welfare Infrastructure for Healthy Aging: A Randomized Crossover Field Study of Postmeal Walking and Glycemic Profiles in Older Adults
SUMMARY: This study will examine whether eating lunch and dinner at a subsidized community dining site affects postmeal walking and blood glucose patterns in older adults. Participants will be community-dwelling adults aged 60 to 79 years who are eligible for a local elderly meal subsidy and have prediabetes or elevated blood glucose risk.
Each participant will complete two 6-day meal conditions in random order. In one condition, participants will eat lunch and dinner at home. In the other condition, participants will eat lunch and dinner at a subsidized community dining site. Participants will wear a continuous glucose monitor and an activity tracker so the study team can measure postmeal glucose levels, daily glucose patterns, and steps after meals.
The study will compare community dining with home eating to determine whether community dining increases postmeal walking, improves postmeal glucose responses, and affects loneliness and meal experience.
INCLUSION_CRITERIA:
Community-dwelling adults aged 60 to 79 years
Eligible for the local elderly meal subsidy
Prediabetes or elevated glycemic risk, defined as HbA1c 5.7% to 6.4% or fasting plasma glucose 100 to 125 mg/dL
Able to consume meals orally
Able to walk independently without a walking aid
Able to attend the community dining site safely
Able and willing to wear a continuous glucose monitor and activity tracker
Able and willing to follow the home-meal plan and study procedures
Able to provide written informed consent",Will eating at a community dining site help me walk more after meals and keep my blood sugar levels stable?,"The study will compare community dining with home eating to determine whether community dining increases postmeal walking, improves postmeal glucose responses, and affects loneliness and meal experience. However, it is not explicitly stated that eating at a community dining site will definitively help you walk more after meals or keep your blood sugar levels stable; the study aims to investigate these potential effects.","Eating at a community dining site may help you walk more after meals and keep your blood sugar levels stable, as the study aims to compare community dining with home eating to determine whether community dining increases postmeal walking and improves postmeal glucose responses.","The study aims to determine whether eating at a community dining site may help increase postmeal walking and improve blood sugar levels, but the context does not explicitly state that it will definitely help. The study will compare community dining with home eating to determine these outcomes.",0.411214953271028,0.4,0.9446195,0.93903476,1.0,1.0,1.0,1.0,False,False
"TITLE: Seniors' Appetite: Vibrant Opportunities for Revitalization (SAVOR)
SUMMARY: The study aims to identify key physiological factors that differentiate older adults with healthy appetites from those experiencing appetite decline. The investigators hypothesize that seniors experiencing appetite decline will exhibit distinct oro-sensory, gastrointestinal, and hormonal profiles compared to seniors with healthy appetites, suggesting underlying biological mechanisms contributing to reduced appetite.
INCLUSION_CRITERIA:
Postmenopausal female
Aged 65-74 years
Habitual breakfast consumer (consumes breakfast between 7am to 10am)
Willingness to consume meals and follow intervention protocol
English speaking",What physiological factors distinguish older adults with healthy appetites from those experiencing appetite decline?,"The physiological factors that distinguish older adults with healthy appetites from those experiencing appetite decline include distinct oro-sensory, gastrointestinal, and hormonal profiles as hypothesized by the investigators.","The study aims to identify key physiological factors that differentiate older adults with healthy appetites from those experiencing appetite decline, specifically focusing on oro-sensory, gastrointestinal, and hormonal profiles.","The study aims to identify key physiological factors that differentiate older adults with healthy appetites from those experiencing appetite decline, including oro-sensory, gastrointestinal, and hormonal profiles.",0.7017543859649122,0.7636363636363638,0.9669539,0.968689,1.0,1.0,1.0,1.0,False,False
"TITLE: Seniors' Appetite: Vibrant Opportunities for Revitalization (SAVOR)
SUMMARY: The study aims to identify key physiological factors that differentiate older adults with healthy appetites from those experiencing appetite decline. The investigators hypothesize that seniors experiencing appetite decline will exhibit distinct oro-sensory, gastrointestinal, and hormonal profiles compared to seniors with healthy appetites, suggesting underlying biological mechanisms contributing to reduced appetite.
INCLUSION_CRITERIA:
Postmenopausal female
Aged 65-74 years
Habitual breakfast consumer (consumes breakfast between 7am to 10am)
Willingness to consume meals and follow intervention protocol
English speaking",Could a postmenopausal female aged 65-74 who consumes breakfast between 7am to 10am qualify for this study?,"Yes, a postmenopausal female aged 65-74 who consumes breakfast between 7am to 10am qualifies for this study based on the inclusion criteria provided.","Yes, a postmenopausal female aged 65-74 who consumes breakfast between 7am to 10am could qualify for this study as she meets the inclusion criteria of being postmenopausal, aged 65-74, a habitual breakfast consumer, and willing to consume meals and follow the intervention protocol.","Yes, a postmenopausal female aged 65-74 who consumes breakfast between 7am to 10am could qualify for this study as she meets the inclusion criteria of being postmenopausal, aged 65-74 years, and a habitual breakfast consumer.",0.608695652173913,0.6885245901639344,0.94663125,0.955138,1.0,1.0,1.0,1.0,False,False
"TITLE: Seniors' Appetite: Vibrant Opportunities for Revitalization (SAVOR)
SUMMARY: The study aims to identify key physiological factors that differentiate older adults with healthy appetites from those experiencing appetite decline. The investigators hypothesize that seniors experiencing appetite decline will exhibit distinct oro-sensory, gastrointestinal, and hormonal profiles compared to seniors with healthy appetites, suggesting underlying biological mechanisms contributing to reduced appetite.
INCLUSION_CRITERIA:
Postmenopausal female
Aged 65-74 years
Habitual breakfast consumer (consumes breakfast between 7am to 10am)
Willingness to consume meals and follow intervention protocol
English speaking",Is English language proficiency a requirement for participation in the SAVOR trial?,"Yes, English language proficiency is a requirement for participation in the SAVOR trial.","Yes, English language proficiency is a requirement for participation in the SAVOR trial.","Yes, English language proficiency is a requirement for participation in the SAVOR trial.",1.0,1.0,0.99999976,0.99999976,1.0,1.0,1.0,1.0,False,False
"TITLE: Seniors' Appetite: Vibrant Opportunities for Revitalization (SAVOR)
SUMMARY: The study aims to identify key physiological factors that differentiate older adults with healthy appetites from those experiencing appetite decline. The investigators hypothesize that seniors experiencing appetite decline will exhibit distinct oro-sensory, gastrointestinal, and hormonal profiles compared to seniors with healthy appetites, suggesting underlying biological mechanisms contributing to reduced appetite.
INCLUSION_CRITERIA:
Postmenopausal female
Aged 65-74 years
Habitual breakfast consumer (consumes breakfast between 7am to 10am)
Willingness to consume meals and follow intervention protocol
English speaking","I'm a senior with a declining appetite, can I participate in this study and get help?","While you are a senior with a declining appetite, you may be eligible to participate in the SAVOR trial if you meet all other inclusion criteria, such as being postmenopausal, aged 65-74 years, a habitual breakfast consumer, willing to consume meals and follow the intervention protocol.","Yes, you can participate in this study if you are a postmenopausal female aged 65-74 years, a habitual breakfast consumer (consumes breakfast between 7am to 10am), willing to consume meals and follow the intervention protocol, and English speaking.","Yes, you can participate in this study if you are a postmenopausal female aged 65-74 years, a habitual breakfast consumer (consumes breakfast between 7am to 10am), willing to consume meals and follow the intervention protocol, and English speaking.",0.5348837209302325,0.5348837209302325,0.9192695,0.9192695,1.0,1.0,1.0,1.0,False,False
"TITLE: A Pilot Sequential, Multiple Assignment, Randomized Trial (SMART) of a Remotely Delivered, Adaptive Physical Activity Intervention for Breast Cancer Survivors
SUMMARY: The goal of this clinical trial is to evaluate the feasibility of randomizing participants to a ""step-up"" intervention pathway when they perform \150 minutes accelerometer measured MVPA/week at the intervention mid-point (week 6-data collection burst) and end-of-study (week 12-data collection burst)?
4. Do at least 50% of participants assigned to the ""step-up"" intervention pathway achieve a clinically meaningful volume of weekly MVPA by 12-weeks follow-up?
All participants will:
Be assigned to either the Affect-based exercise prescription or the Effort-based exercise prescription.
Participate in three meetings with the interventionist (an exercise specialist) meant to help them get started increasing weekly exercise. These meetings are the same for all participants.
Be asked to wear an activity monitor and respond to brief surveys for 10 consecutive days at 4 points in time: Baseline, 2weeks, 6weeks, and 12weeks.
Some participants (those performing \<150 minutes of MVPA at the 6-week data collection burst) will be assigned to the step-up intervention pathway. Participants assigned to the step-up intervention pathway will complete 3 additional follow-up meetings with the interventionist. During these meetings, the interventionist will help participants identify opportunities to be more active, set goals, and problem solve barriers to action.
INCLUSION_CRITERIA: ≥18 years old
Within 5 years of completing primary cancer treatment (surgery, chemotherapy, and radiation) for Stage 0-III breast cancer
\<60 mins/week moderate-vigorous physical activity (MVPA) with no major changes for the past 6- months
Own an Android or iPhone smartphone (or tablet) and willing to use it to complete app-based surveys during assessment periods
Willing to wear the ActiGraph monitor during assessment periods
Access to internet to complete REDCap survey assessments",What is the primary goal of this clinical trial?,The primary goal of this clinical trial is to evaluate the feasibility of randomizing participants to a 'step-up' intervention pathway when they perform 150 minutes accelerometer measured MVPA/week at the intervention mid-point (week 6-data collection burst) and end-of-study (week 12-data collection burst).,The primary goal of this clinical trial is to evaluate the feasibility of randomizing participants to a'step-up' intervention pathway when they perform <150 minutes accelerometer measured MVPA/week at the intervention mid-point (week 6-data collection burst) and end-of-study (week 12-data collection burst).,The primary goal of this clinical trial is to evaluate the feasibility of randomizing participants to a'step-up' intervention pathway when they perform <150 minutes accelerometer measured MVPA/week at the intervention mid-point (week 6-data collection burst) and end-of-study (week 12-data collection burst).,1.0,1.0,0.9791994,0.9791994,1.0,1.0,1.0,1.0,False,False
"TITLE: A Pilot Sequential, Multiple Assignment, Randomized Trial (SMART) of a Remotely Delivered, Adaptive Physical Activity Intervention for Breast Cancer Survivors
SUMMARY: The goal of this clinical trial is to evaluate the feasibility of randomizing participants to a ""step-up"" intervention pathway when they perform \150 minutes accelerometer measured MVPA/week at the intervention mid-point (week 6-data collection burst) and end-of-study (week 12-data collection burst)?
4. Do at least 50% of participants assigned to the ""step-up"" intervention pathway achieve a clinically meaningful volume of weekly MVPA by 12-weeks follow-up?
All participants will:
Be assigned to either the Affect-based exercise prescription or the Effort-based exercise prescription.
Participate in three meetings with the interventionist (an exercise specialist) meant to help them get started increasing weekly exercise. These meetings are the same for all participants.
Be asked to wear an activity monitor and respond to brief surveys for 10 consecutive days at 4 points in time: Baseline, 2weeks, 6weeks, and 12weeks.
Some participants (those performing \<150 minutes of MVPA at the 6-week data collection burst) will be assigned to the step-up intervention pathway. Participants assigned to the step-up intervention pathway will complete 3 additional follow-up meetings with the interventionist. During these meetings, the interventionist will help participants identify opportunities to be more active, set goals, and problem solve barriers to action.
INCLUSION_CRITERIA: ≥18 years old
Within 5 years of completing primary cancer treatment (surgery, chemotherapy, and radiation) for Stage 0-III breast cancer
\<60 mins/week moderate-vigorous physical activity (MVPA) with no major changes for the past 6- months
Own an Android or iPhone smartphone (or tablet) and willing to use it to complete app-based surveys during assessment periods
Willing to wear the ActiGraph monitor during assessment periods
Access to internet to complete REDCap survey assessments",Could I qualify for this trial if I'm a breast cancer survivor within 5 years of completing treatment and currently do less than 60 minutes of moderate-vigorous physical activity per week?,"Yes, you could qualify for this trial if you are a breast cancer survivor within 5 years of completing treatment and currently do less than 60 minutes of moderate-vigorous physical activity per week. The inclusion criteria state that participants must be within 5 years of completing primary cancer treatment for Stage 0-III breast cancer and perform <60 mins/week moderate-vigorous physical activity with no major changes for the past 6 months.","Yes, you could qualify for this trial if you are a breast cancer survivor within 5 years of completing treatment and currently do less than 60 minutes of moderate-vigorous physical activity per week. The inclusion criteria specify that participants must be within 5 years of completing primary cancer treatment (surgery, chemotherapy, and radiation) for Stage 0-III breast cancer and have less than 60 minutes/week moderate-vigorous physical activity with no major changes for the past 6 months.","Yes, you could qualify for this trial if you are a breast cancer survivor within 5 years of completing treatment and currently do less than 60 minutes of moderate-vigorous physical activity per week. The inclusion criteria specify that participants must be within 5 years of completing primary cancer treatment for Stage 0-III breast cancer and have less than 60 minutes/week of moderate-vigorous physical activity with no major changes for the past 6 months.",0.922077922077922,0.9403973509933775,0.98228586,0.9870777,0.7142857142857143,0.7142857142857143,1.0,1.0,True,True
"TITLE: A Pilot Sequential, Multiple Assignment, Randomized Trial (SMART) of a Remotely Delivered, Adaptive Physical Activity Intervention for Breast Cancer Survivors
SUMMARY: The goal of this clinical trial is to evaluate the feasibility of randomizing participants to a ""step-up"" intervention pathway when they perform \150 minutes accelerometer measured MVPA/week at the intervention mid-point (week 6-data collection burst) and end-of-study (week 12-data collection burst)?
4. Do at least 50% of participants assigned to the ""step-up"" intervention pathway achieve a clinically meaningful volume of weekly MVPA by 12-weeks follow-up?
All participants will:
Be assigned to either the Affect-based exercise prescription or the Effort-based exercise prescription.
Participate in three meetings with the interventionist (an exercise specialist) meant to help them get started increasing weekly exercise. These meetings are the same for all participants.
Be asked to wear an activity monitor and respond to brief surveys for 10 consecutive days at 4 points in time: Baseline, 2weeks, 6weeks, and 12weeks.
Some participants (those performing \<150 minutes of MVPA at the 6-week data collection burst) will be assigned to the step-up intervention pathway. Participants assigned to the step-up intervention pathway will complete 3 additional follow-up meetings with the interventionist. During these meetings, the interventionist will help participants identify opportunities to be more active, set goals, and problem solve barriers to action.
INCLUSION_CRITERIA: ≥18 years old
Within 5 years of completing primary cancer treatment (surgery, chemotherapy, and radiation) for Stage 0-III breast cancer
\<60 mins/week moderate-vigorous physical activity (MVPA) with no major changes for the past 6- months
Own an Android or iPhone smartphone (or tablet) and willing to use it to complete app-based surveys during assessment periods
Willing to wear the ActiGraph monitor during assessment periods
Access to internet to complete REDCap survey assessments",Do participants need to have access to the internet to complete survey assessments as part of this trial?,"Yes, participants need to have access to the internet to complete survey assessments as part of this trial. The inclusion criteria specify that participants must have access to the internet to complete REDCap survey assessments.","Yes, participants need to have access to the internet to complete REDCap survey assessments as part of this trial.","Yes, participants need to have access to the internet to complete REDCap survey assessments as part of this trial.",0.6666666666666666,0.6666666666666666,0.96348816,0.96348816,1.0,1.0,1.0,1.0,False,False
"TITLE: Effect of Periodontitis on the Quality and Quantity of Leukocyte- and Platelet-Rich Fibrin (L-PRF)
SUMMARY: Periodontitis is a chronic inflammatory disease that destroys the supporting tissues of the teeth and may also increase systemic inflammatory burden. Leukocyte- and platelet-rich fibrin (L-PRF) is an autologous blood-derived biomaterial widely used in periodontal and oral regenerative procedures because it contains platelets, leukocytes, growth factors, and a fibrin matrix that promotes wound healing and tissue regeneration.
The purpose of this study is to determine whether Stage III-IV generalized periodontitis affects the quality and quantity of L-PRF. L-PRF obtained from periodontally healthy individuals and patients with generalized Stage III-IV periodontitis will be compared by evaluating fibrin architecture, cellular composition, and the temporal release of growth factors. The findings are expected to improve understanding of whether systemic inflammatory changes associated with periodontitis influence the biological properties of L-PRF and its regenerative potential.
INCLUSION_CRITERIA:
Diagnosed as periodontally healthy or Stage III-IV generalized periodontitis according to the 2017 World Workshop Classification.
Adults aged 30-50 years.
Systemically healthy individuals.
Non-smokers.
Referred from the Department of Oral and Maxillofacial Radiology to the Department of Periodontology due to periodontal disease.
Willing and able to provide written informed consent and participate in the study.",What is the purpose of comparing L-PRF from healthy individuals and those with Stage III-IV periodontitis?,The purpose of comparing L-PRF from healthy individuals and those with Stage III-IV periodontitis is to determine whether systemic inflammatory changes associated with periodontitis influence the biological properties of L-PRF and its regenerative potential.,The purpose of comparing L-PRF from healthy individuals and those with Stage III-IV periodontitis is to determine whether systemic inflammatory changes associated with periodontitis influence the biological properties of L-PRF and its regenerative potential.,The purpose of comparing L-PRF from healthy individuals and those with Stage III-IV periodontitis is to determine whether systemic inflammatory changes associated with periodontitis influence the biological properties of L-PRF and its regenerative potential.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False
"TITLE: Effect of Periodontitis on the Quality and Quantity of Leukocyte- and Platelet-Rich Fibrin (L-PRF)
SUMMARY: Periodontitis is a chronic inflammatory disease that destroys the supporting tissues of the teeth and may also increase systemic inflammatory burden. Leukocyte- and platelet-rich fibrin (L-PRF) is an autologous blood-derived biomaterial widely used in periodontal and oral regenerative procedures because it contains platelets, leukocytes, growth factors, and a fibrin matrix that promotes wound healing and tissue regeneration.
The purpose of this study is to determine whether Stage III-IV generalized periodontitis affects the quality and quantity of L-PRF. L-PRF obtained from periodontally healthy individuals and patients with generalized Stage III-IV periodontitis will be compared by evaluating fibrin architecture, cellular composition, and the temporal release of growth factors. The findings are expected to improve understanding of whether systemic inflammatory changes associated with periodontitis influence the biological properties of L-PRF and its regenerative potential.
INCLUSION_CRITERIA:
Diagnosed as periodontally healthy or Stage III-IV generalized periodontitis according to the 2017 World Workshop Classification.
Adults aged 30-50 years.
Systemically healthy individuals.
Non-smokers.
Referred from the Department of Oral and Maxillofacial Radiology to the Department of Periodontology due to periodontal disease.
Willing and able to provide written informed consent and participate in the study.",Could a patient with Stage III-IV generalized periodontitis qualify for this study?,"A patient with Stage III-IV generalized periodontitis could qualify for this study if they meet all the inclusion criteria, including being diagnosed as having Stage III-IV generalized periodontitis according to the 2017 World Workshop Classification, being an adult aged 30-50 years, being systemically healthy, being a non-smoker, and being referred from the Department of Oral and Maxillofacial Radiology to the Department of Periodontology due to periodontal disease.","{'could_qualify': True, 'criteria': ['Diagnosed as periodontally healthy or Stage III-IV generalized periodontitis according to the 2017 World Workshop Classification.', 'Adults aged 30-50 years.', 'Systemically healthy individuals.', 'Non-smokers.', 'Referred from the Department of Oral and Maxillofacial Radiology to the Department of Periodontology due to periodontal disease.', 'Willing and able to provide written informed consent and participate in the study.']}","{'can_qualify': True, 'criteria': ['Diagnosed as periodontally healthy or Stage III-IV generalized periodontitis according to the 2017 World Workshop Classification.', 'Adults aged 30-50 years.', 'Systemically healthy individuals.', 'Non-smokers.', 'Referred from the Department of Oral and Maxillofacial Radiology to the Department of Periodontology due to periodontal disease.', 'Willing and able to provide written informed consent and participate in the study.']}",0.6616541353383459,0.6466165413533835,0.9065272,0.9060222,1.0,1.0,1.0,1.0,False,False
